187	w-7
188	52.4
189	39
208	w-2
209	58.4
210	37
229	w-1
230	64
231	46
250	w-2
251	77.8
252	52.9
271	w-2
272	72.4
273	52
292	w-2
293	61
294	36.7
313	w-7
314	84.7
315	63
334	w-1
335	52
336	20
355	w-2
356	34.0
357	24.9
376	w-2
377	37.4
378	21.7
397	w-2
398	34
399	25
418	w-2
419	32
420	19
421	w-1
422	64.4
423	25
424	w-2
425	19
426	3
427	w-1
428	82.5
429	47
430	w-2
431	63
432	28
433	w-2
434	66.5
435	37
436	w-7
437	70
438	52
439	w-2
440	74
441	52
442	w-2
443	40.3
444	27.3
445	w-2
446	41
447	32
448	w-2
449	43
450	34.9
451	w-1
452	61.9
453	36
454	w-2
455	80.0
456	54.9
457	w-1
458	70
459	46
460	w-1
461	61
462	28
463	w-2
464	84
465	66
466	w-9
467	48
468	26
469	w-2
470	46
471	28
472	w-2
473	53.4
474	31.1
475	w-2
476	46
477	25
478	w-2
479	43
480	27
481	w-7
482	67.5
483	32
484	w-1
485	16.8
486	1
487	w-2
488	81.2
489	47
490	w-7
491	59
492	43
493	w-2
494	64.6
495	39
496	w-2
497	70
498	57
499	w-2
500	70
501	57
502	w-2
503	46
504	30.0
505	w-2
506	52
507	26.6
508	w-2
509	55.6
510	34
511	w-2
512	68.7
513	44.8
514	w-2
515	79.6
516	57.7
517	w-2
518	77
519	48
520	w-2
521	66
522	28
523	w-7
524	81
525	66.9
526	w-2
527	45
528	17
529	w-2
530	39
531	27
532	w-2
533	46
534	28.0
535	w-2
536	51
537	30
538	w-2
539	38
540	28.9
541	w-7
542	63
543	41
544	w-2
545	16.8
546	-2
547	w-2
548	82
549	45
550	w-7
551	55
552	37
553	w-2
554	64
555	39
556	w-7
557	70
558	51
559	w-2
560	70
561	52
562	w-9
563	39
564	26.0
565	w-7
566	46
567	33.2
568	w-7
569	47.2
570	39
571	w-7
572	66
573	59.5
574	w-7
575	81
576	67.4
577	w-2
578	79
579	55
580	w-7
581	61
582	48
583	w-2
584	81.0
585	68
586	w-2
587	48
588	14
589	w-2
590	72
591	19
592	w-2
593	40
594	19
595	w-9
596	42
597	26
598	w-2
599	34
600	12
601	w-2
602	59.2
603	34
604	w-2
605	16.9
606	-2
607	w-2
608	81.7
609	49
610	w-2
611	55.2
612	30
613	w-7
614	61
615	48
616	w-2
617	67
618	55
619	w-2
620	67
621	55
622	w-2
623	43
624	31.5
625	w-2
626	43.6
627	33.9
628	w-2
629	48
630	37
631	w-2
632	63
633	48
634	w-2
635	82.2
636	65.0
637	w-2
638	70
639	60
640	w-2
641	59
642	35
643	w-2
644	86.4
645	63
646	w-2
647	51
648	21
649	w-2
650	46
651	28
652	w-2
653	52
654	27
655	w-2
656	45
657	23
658	w-2
659	47
660	19
661	w-1
662	66.4
663	27
664	w-2
665	17.1
666	-6
667	w-2
668	79
669	48
670	w-2
671	63
672	32
673	w-7
674	63
675	53.5
676	w-7
677	65
678	57
679	w-7
680	65
681	57
682	w-2
683	45
684	23.3
685	w-1
686	47.8
687	26.3
688	w-2
689	50
690	34
691	w-2
692	64.2
693	44.1
694	w-7
695	79
696	61.9
697	w-2
698	75
699	54
700	w-2
701	61
702	28
703	w-2
704	80.4
705	63
706	w-9
707	55
708	30
709	w-2
710	52
711	28
712	w-1
713	57
714	30.0
715	w-2
716	50
717	24
718	w-1
719	55
720	28
721	w-2
722	69.6
723	30
724	w-1
725	24.8
726	-6
727	w-2
728	76.3
729	48
730	w-2
731	66
732	36
733	w-7
734	61.4
735	58.2
736	w-7
737	64.4
738	61
739	w-7
740	64
741	60
742	w-9
743	41
744	27.9
745	w-2
746	51.7
747	27
748	w-2
749	54
750	34
751	w-2
752	70
753	50
754	w-7
755	79
756	69.3
757	w-2
758	76
759	55
760	w-2
761	64
762	34
763	w-2
764	83.3
765	63
766	w-7
767	54
768	27
769	w-2
770	194
771	38
772	w-2
773	63
774	40.6
775	w-2
776	59
777	32
778	w-2
779	54
780	28
781	w-2
782	74.1
783	36
784	w-2
785	27
786	-1
787	w-2
788	75.6
789	48
790	w-7
791	75
792	54
793	w-7
794	65.6
795	55
796	w-7
797	66
798	58.6
799	w-7
800	67
801	59
802	w-9
803	34
804	28.7
805	w-2
806	56.7
807	32
808	w-2
809	52
810	37
811	w-2
812	73.6
813	56.3
814	w-7
815	79
816	69.9
817	w-7
818	75
819	55.0
820	w-2
821	68
822	37
823	w-2
824	87.1
825	63
826	w-9
827	54
828	33
829	w-2
830	61
831	39
832	w-2
833	66
834	39.6
835	w-2
836	65
837	33
838	w-2
839	59
840	28
841	w-2
842	72.9
843	45
844	w-1
845	16.1
846	-6
847	w-2
848	78.6
849	48
850	w-2
851	73
852	62.4
853	w-7
854	64.7
855	55
856	w-7
857	66
858	59.3
859	w-7
860	66
861	59.6
862	w-2
863	48
864	30
865	w-2
866	61
867	39
868	w-7
869	56.5
870	37
871	w-2
872	73.9
873	54
874	w-7
875	81
876	70.4
877	w-7
878	79
879	58.0
880	w-2
881	72
882	43
883	w-7
884	85.1
885	68
886	w-7
887	55
888	27
889	w-7
890	64
891	52
892	w-2
893	75.0
894	56.1
895	w-7
896	62
897	55
898	w-2
899	61
900	48
901	w-2
902	76.8
903	43
904	w-2
905	15.6
906	-6
907	w-2
908	76.6
909	50
910	w-2
911	75
912	61.3
913	w-2
914	63
915	39
916	w-7
917	68
918	60.0
919	w-7
920	69
921	59
922	w-7
923	57
924	38.6
925	w-2
926	68.7
927	48
928	w-2
929	70
930	46
931	w-7
932	75.7
933	57
934	w-7
935	79.3
936	70
937	w-2
938	77.5
939	63
940	w-2
941	72
942	41
943	w-2
944	84.7
945	72
946	w-9
947	52
948	20
949	w-2
950	72
951	42
952	w-2
953	73
954	53.4
955	w-7
956	70
957	54
958	w-2
959	70
960	43
961	w-7
962	72
963	52
964	w-2
965	14.0
966	3
967	w-2
968	77.7
969	49
970	w-7
971	72
972	57.7
973	w-7
974	60.6
975	52
976	w-7
977	66
978	54.8
979	w-2
980	67
981	55
982	w-7
983	48
984	30
985	w-2
986	72
987	48
988	w-2
989	71.3
990	48
991	w-2
992	85.8
993	60.3
994	w-2
995	78.7
996	66
997	w-2
998	79
999	55
1000	w-2
1001	72
1002	43
1003	w-2
1004	86.7
1005	64
1006	w-2
1007	43
1008	16
1009	w-7
1010	70
1011	49
1012	w-7
1013	66
1014	47.4
1015	w-7
1016	67
1017	45
1018	w-7
1019	68
1020	37
1021	w-7
1022	68
1023	52
1024	w-2
1025	5
1026	-11
1027	w-2
1028	81
1029	47
1030	w-2
1031	63
1032	45.1
1033	w-7
1034	59.1
1035	53.2
1036	w-7
1037	66
1038	50
1039	w-2
1040	67
1041	50
1042	w-7
1043	57
1044	37.9
1045	w-7
1046	61.8
1047	48
1048	w-7
1049	65.6
1050	50.0
1051	w-7
1052	75.9
1053	59
1054	w-2
1055	79
1056	70
1057	w-2
1058	76
1059	57
1060	w-2
1061	68
1062	52
1063	w-7
1064	82.6
1065	68
1066	w-9
1067	46
1068	27
1069	w-2
1070	54
1071	30
1072	w-1
1073	50
1074	32.0
1075	w-7
1076	50
1077	35
1078	w-1
1079	49
1080	27
1081	w-2
1082	72.1
1083	45
1084	w-2
1085	5.7
1086	-10
1087	w-2
1088	81
1089	47
1090	w-2
1091	64
1092	52.9
1093	w-2
1094	59.4
1095	53.3
1096	w-2
1097	66
1098	55.8
1099	w-2
1100	68
1101	57
1102	w-2
1103	41
1104	27.0
1105	w-1
1106	48
1107	27
1108	w-2
1109	54
1110	34.1
1111	w-2
1112	75.6
1113	57
1114	w-2
1115	81.9
1116	67.4
1117	w-7
1118	79
1119	62
1120	w-2
1121	64
1122	55
1123	w-2
1124	84.2
1125	63
1126	w-9
1127	45
1128	29
1129	w-2
1130	46.2
1131	32
1132	w-2
1133	54
1134	34.7
1135	w-2
1136	49
1137	28
1138	w-2
1139	52
1140	34
1141	w-2
1142	68
1143	52
1144	w-9
1145	5.5
1146	-6
1147	w-2
1148	75.1
1149	46
1150	w-2
1151	63
1152	55
1153	w-2
1154	63.1
1155	39
1156	w-7
1157	66
1158	52
1159	w-2
1160	69
1161	51
1162	w-7
1163	41.2
1164	21.6
1165	w-7
1166	48.5
1167	29.1
1168	w-7
1169	51.3
1170	37
1171	w-2
1172	70
1173	61
1174	w-7
1175	80.0
1176	67.3
1177	w-2
1178	77
1179	63
1180	w-2
1181	64
1182	47.2
1183	w-2
1184	88.2
1185	69.6
1186	w-9
1187	43
1188	25
1189	w-7
1190	48
1191	41
1192	w-7
1193	52
1194	44.2
1195	w-7
1196	50
1197	43
1198	w-7
1199	46
1200	39
1201	w-2
1202	73.2
1203	52
1204	w-2
1205	16.6
1206	-2
1207	w-2
1208	74.2
1209	46
1210	w-2
1211	68
1212	55
1213	w-2
1214	61
1215	43
1216	w-7
1217	64
1218	50
1219	w-7
1220	67
1221	48
1222	w-7
1223	45
1224	41.0
1225	w-7
1226	54
1227	48
1228	w-7
1229	54.3
1230	48
1231	w-7
1232	75.4
1233	64
1234	w-2
1235	81.4
1236	72
1237	w-2
1238	81
1239	62
1240	w-7
1241	68
1242	50
1243	w-2
1244	82.9
1245	66
1246	w-9
1247	39
1248	18
1249	w-7
1250	45
1251	38.5
1252	w-7
1253	50
1254	40.8
1255	w-7
1256	51
1257	44
1258	w-9
1259	41.2
1260	32.9
1261	w-2
1262	73.9
1263	59.7
1264	w-9
1265	27
1266	16
1267	w-2
1268	72
1269	41
1270	w-7
1271	72
1272	59.7
1273	w-2
1274	63
1275	37
1276	w-2
1277	68
1278	54.3
1279	w-2
1280	70
1281	55
1282	w-7
1283	46
1284	32.0
1285	w-7
1286	52
1287	46
1288	w-7
1289	54.0
1290	47.9
1291	w-7
1292	76.5
1293	57
1294	w-2
1295	83.5
1296	71.4
1297	w-7
1298	81.6
1299	66
1300	w-7
1301	70
1302	54
1303	w-7
1304	82
1305	70
1306	w-9
1307	28
1308	0
1309	w-7
1310	43
1311	37
1312	w-7
1313	50
1314	39.0
1315	w-7
1316	55
1317	41
1318	w-7
1319	39
1320	35.6
1321	w-7
1322	67.8
1323	43
1324	w-9
1325	29
1326	24
1327	w-2
1328	70
1329	45
1330	w-7
1331	68
1332	37
1333	w-2
1334	63.0
1335	39
1336	w-7
1337	73
1338	48
1339	w-2
1340	74
1341	49
1342	w-7
1343	55
1344	39
1345	w-7
1346	66
1347	46
1348	w-7
1349	64.3
1350	48
1351	w-2
1352	79
1353	67.5
1354	w-2
1355	83.8
1356	72.0
1357	w-7
1358	81
1359	64
1360	w-7
1361	68
1362	54
1363	w-7
1364	84
1365	69.4
1366	w-9
1367	30
1368	7
1369	w-9
1370	43
1371	30
1372	w-9
1373	46
1374	26.7
1375	w-9
1376	55
1377	30
1378	w-2
1379	39
1380	23.5
1381	w-7
1382	48
1383	32
1384	w-9
1385	28
1386	16
1387	w-2
1388	68.6
1389	37
1390	w-2
1391	45
1392	27
1393	w-2
1394	61.9
1395	37
1396	w-7
1397	72
1398	48
1399	w-2
1400	73
1401	48
1402	w-7
1403	55
1404	36.9
1405	w-7
1406	63
1407	45
1408	w-7
1409	63
1410	46
1411	w-7
1412	70
1413	45
1414	w-7
1415	85.8
1416	72
1417	w-7
1418	81.3
1419	68
1420	w-2
1421	61
1422	36
1423	w-2
1424	83.8
1425	71.6
1426	w-9
1427	41
1428	9
1429	w-9
1430	36
1431	25
1432	w-9
1433	39
1434	20.3
1435	w-9
1436	37
1437	28
1438	w-2
1439	38.3
1440	18
1441	w-7
1442	51.6
1443	30
1444	w-9
1445	28
1446	21
1447	w-2
1448	72
1449	37
1450	w-2
1451	52
1452	27
1453	w-7
1454	61
1455	46
1456	w-7
1457	66
1458	53.3
1459	w-2
1460	70
1461	55
1462	w-2
1463	55
1464	25.0
1465	w-2
1466	63
1467	32
1468	w-2
1469	63
1470	39
1471	w-7
1472	68
1473	42.3
1474	w-2
1475	83.3
1476	75
1477	w-7
1478	79.2
1479	69.6
1480	w-2
1481	60
1482	36
1483	w-2
1484	82
1485	68.7
1486	w-9
1487	46
1488	13
1489	w-2
1490	46
1491	26.0
1492	w-9
1493	48
1494	23.7
1495	w-2
1496	47
1497	22
1498	w-2
1499	48
1500	27
1501	w-1
1502	63.0
1503	27
1504	w-9
1505	36
1506	25.7
1507	w-2
1508	72
1509	39
1510	w-2
1511	55.2
1512	28
1513	w-2
1514	55
1515	37
1516	w-7
1517	61
1518	52.7
1519	w-7
1520	61
1521	53
1522	w-2
1523	45
1524	23.3
1525	w-1
1526	48
1527	34
1528	w-2
1529	48
1530	37
1531	w-7
1532	66.7
1533	39
1534	w-2
1535	83.0
1536	70.3
1537	w-7
1538	72
1539	58
1540	w-7
1541	58
1542	39
1543	w-7
1544	81
1545	68.0
1546	w-9
1547	48
1548	16
1549	w-2
1550	48
1551	29
1552	w-9
1553	48
1554	29.3
1555	w-2
1556	50
1557	23
1558	w-1
1559	49
1560	34
1561	w-1
1562	63.7
1563	28
1564	w-2
1565	36
1566	19
1567	w-7
1568	68
1569	50
1570	w-2
1571	61
1572	30
1573	w-2
1574	52.4
1575	34
1576	w-2
1577	59
1578	43.4
1579	w-2
1580	60
1581	44
1582	w-2
1583	48
1584	22.2
1585	w-1
1586	52
1587	24.9
1588	w-2
1589	53.9
1590	30
1591	w-2
1592	52
1593	43
1594	w-2
1595	79.6
1596	63.8
1597	w-2
1598	70
1599	55
1600	w-2
1601	61
1602	30
1603	w-7
1604	81
1605	67.5
1606	w-9
1607	45
1608	13
1609	w-2
1610	50
1611	30
1612	w-2
1613	55
1614	31.6
1615	w-2
1616	54
1617	27
1618	w-1
1619	52
1620	21
1621	w-7
1622	64.6
1623	43
1624	w-2
1625	22
1626	2.6
1627	w-7
1628	64
1629	48.6
1630	w-7
1631	70
1632	48
1633	w-7
1634	48
1635	30
1636	w-7
1637	61
1638	45
1639	w-7
1640	63
1641	45
1642	w-2
1643	45
1644	25.9
1645	w-2
1646	50
1647	31.4
1648	w-2
1649	54
1650	37
1651	w-2
1652	68
1653	43
1654	w-7
1655	79
1656	66
1657	w-2
1658	79
1659	57
1660	w-2
1661	59
1662	37
1663	w-2
1664	82
1665	67.8
1666	w-9
1667	36
1668	21
1669	w-7
1670	49.4
1671	38.0
1672	w-7
1673	54
1674	43
1675	w-7
1676	51
1677	39
1678	w-7
1679	50
1680	40
1681	w-7
1682	61.5
1683	55
1684	w-2
1685	10
1686	-7.3
1687	w-7
1688	60.0
1689	43
1690	w-2
1691	66
1692	48
1693	w-7
1694	54
1695	39
1696	w-7
1697	59
1698	52
1699	w-7
1700	60
1701	52
1702	w-7
1703	37
1704	30
1705	w-7
1706	52.8
1707	43
1708	w-7
1709	51.0
1710	46
1711	w-7
1712	77.0
1713	62.4
1714	w-7
1715	81.0
1716	68
1717	w-2
1718	79.1
1719	60
1720	w-7
1721	57
1722	52
1723	w-7
1724	82
1725	67.5
1726	w-9
1727	34
1728	19
1729	w-7
1730	52
1731	39
1732	w-2
1733	54
1734	41.0
1735	w-7
1736	57
1737	46
1738	w-2
1739	48
1740	37
